FID,src_name,src_link,ev_id,ev_date,ev_time,ev_title,ev_desc,loc_desc,loc_accu,ls_cat,ls_trig,ls_size,ls_setting,fatalities,injuries,storm_name,photo_link,comments,ev_imp_src,ev_imp_id,latitude,longitude,ctry_name,ctry_code,div_name,gaz_point,gaz_dist,sub_date,edit_date,lon,lat,dt
12140,Business Standard,http://www.business-standard.com/article/pti-stories/1-killed-in-uttarakhand-landslip-117060601631_1.html,9706,1496707200000.0, ,Landslide near Nandprayag,"Landslide due to heavy rains in Uttarakhand town, featuring falling boulders",Muniyali village (?) near Nadprayag,5km,landslide,rain,small,natural_slope,1,1, , , ,GLC, ,30.33597362,79.31958144,India,IN,Uttaranchal,Langsu,5.78,1497484800000.0,1606348800000,8829815.415836398,3546809.6373553276,2017-06-06
12151,Ekantipur,http://kathmandupost.ekantipur.com/news/2016-08-10/monsoon-continues-to-wreak-havoc.html,9841,1498694400000.0, ,"Landslide in Talladehi, Nepal", ,"Talladehi, Nepal",5km,landslide,rain,medium, ,0,0, , ,Landslide buried four houses and displaced 11 more families. The displaced families are taking shelter at Lekhadi Primary School building.,GLC, ,29.60012,80.630002,Nepal,NP,Mahakali,Suadi,2.07,1498694400000.0,1606348800000,8975690.765300633,3452251.8641788797,2017-06-29
12157,Rising Kashmir,http://www.risingkashmir.com/news/cloud-burst-landslides-in-anantnag,9830,1498003200000.0,22:00,Landslides is Anantang district,"Houses, roads, and crops were damaged across Anantang district", ,25km,landslide,downpour,medium,natural_slope,0,0, , ,"Large area affected, article doesn't give specific incidents",GLC, ,33.63251807,75.23162006,India,IN,Jammu and Kashmir,Anantnag,13.47,1498089600000.0,1606348800000,8374745.636854869,3979564.271709108,2017-06-21
12158,My Republica,http://www.myrepublica.com/news/3981/,9863,1471305600000.0, ,Landslide in Galeshwor,"Landslide occured at Galeshwor, Nepal Tuesday night. 1 man killed in sleep.","Galeshwor, Beni, Nepal",1km,landslide,rain,small,natural_slope,1,0, , , ,GLC, ,28.372874,83.567989,Nepal,NP,Dhawalagiri,Bega,7.72,1498780800000.0,1606348800000,9302745.982097894,3296066.527481782,2016-08-16
12160,Etemaa Daily,http://www.en.etemaaddaily.com/World/National/uttarkhand-landslide-death-toll-increases-to-13-highway-open-to-traffic:29191,9809,1495238400000.0, ,Badrinath highway landslide,Landslide on highway to Hindu temple Badrinath kills multiple and traps/blocks thousands of pilgrims,"Highway to Badrinath, Uttarakhand",25km,landslide,rain,large,natural_slope,13,0, ,http://en.etemaaddaily.com/pages/world/national/1723uttarkhandlandslide.jpg, ,GLC, ,30.73315585,79.49231617,India,IN,Uttaranchal,Saraswati,1.49,1497916800000.0,1606348800000,8849044.157910993,3598142.6250839084,2017-05-20
12161,The Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=aug1716/oth054,9869,1471305600000.0, ,Landslide at Longding,"1 man killed by landslide caused my massive cloudburst, at the PHED Colony at Longding","Longding, India",25km,landslide,other,small,unknown,1,0, , , ,GLC, ,26.88161,95.399897,India,IN,Arunachal Pradesh,Longsom,10.23,1498780800000.0,1606348800000,10619867.955770755,3108688.253467796,2016-08-16
12162,IBTimes,http://www.ibtimes.co.in/himachal-pradesh-heavy-rains-cause-landslide-disrupt-normal-life-parts-state-689997,9859,1471219200000.0,22:00,Landslide in Nyugalsari,"National Highway 05 was blocked in Kinnaur district, since Monday night after a landslide in the Nyugalsari area.",Y:31.581485 X:78.412784,25km,landslide,rain,small,above_road,0,0, , , ,GLC, ,31.581485,78.412784,India,IN,Himachal Pradesh,Burati Thatang,24.44,1498694400000.0,1606348800000,8728871.186562955,3708498.5385048264,2016-08-15
12163,World Hindu News,http://www.worldhindunews.com/2017/05/23/58870/800-resume-yatra-day-after-chamoli-landslip/,9802,1495238400000.0, ,Landslide in Chanoli district,"Boulders roll down mountainside, blocking highway","Rishikesh-Badrinath highway, near Vishnuprayag, between Joshimath and Badrinath",5km,landslide,unknown,medium,above_road,0,0, ,http://www.thehindu.com/news/national/other-states/article18516164.ece/alternates/FREE_660/TH21LANDSLIDE, ,GLC, ,30.56504675,79.56163208,India,IN,Uttaranchal,Joshimath,0.37,1497916800000.0,1606348800000,8856760.369604748,3576390.0830681087,2017-05-20
12170,Indian Express,http://www.arunachaltimes.in/wp-content/uploads/2017/06/Landslide-disrupts-water-supply-again.jpg,9835,1498003200000.0, ,Landslides in Jammu and Kashmir - Panthiyal,Landslide and mudslide close highway,Panthiyal village area,5km,landslide,rain,small,above_road,0,0, , ,Part of a larger article,GLC, ,32.62803,75.37123,India,IN,Jammu and Kashmir,Ramnagar,20.29,1498089600000.0,1606348800000,8390286.944062714,3846034.608969225,2017-06-21
12180,Ekantipur,http://kathmandupost.ekantipur.com/news/2016-08-10/monsoon-continues-to-wreak-havoc.html,9839,1470700800000.0, ,"Landslide at Jugu, Nepal", ,"Jugu, Nepal",5km,landslide,rain,small,above_road,2,1, , ,Two men in were buried and killed in this rain triggered landslide,GLC, ,27.6835,86.1804,Nepal,NP,Janakpur,Barahbise,29.88,1498694400000.0,1606348800000,9593558.244360643,3209128.665116677,2016-08-09
12185,Siasat Daily,http://www.siasat.com/news/one-killed-landslide-uttarakhand-1000019/,9849,1470787200000.0,20:00,Landslide in Munsyari,"1 man died after being hit by rocks and debris following a landslide in Munsyari area of Pithoragarh district. Incessant rains have caused the water levels of most rivers to rise. However, the Ganga river is flowing around one metre below the danger mark","Munsyari, Pithoragarh, Uttarakhand, India",1km,landslide,continuous_rain,small,above_road,1,0, , , ,GLC, ,30.070512,80.237218,India,IN,Uttaranchal,Mathkot,7.21,1498694400000.0,1606348800000,8931966.250428889,3512616.7274446297,2016-08-10
12191,Greater Kashmir,http://www.greaterkashmir.com/news/kashmir/landslides-cleared-srinagar-leh-highway-re-opens-for-traffic/251494.html,9740,1496620800000.0,20:00,Landslide near Zojila,Rain causes landslide on Srinagar-Leh highway,"Zojila area, between Sonarmarg and Meenmarg",25km,landslide,rain,small,above_road,0,0, , , ,GLC, ,34.27703802,75.46743478,India,IN,Jammu and Kashmir,Matayan,16.12,1497571200000.0,1606348800000,8400996.411184192,4066062.40301411,2017-06-05
12195,Ekantipur,http://kathmandupost.ekantipur.com/news/2016-08-17/landslide-drives-out-25-families-in-dhading-village.html,9865,1471132800000.0,22:00,Landslide in Dharka,At least 25 families living in Darkha VDC-8 of Dhading district have been displaced after a landslide struck just above their settlement. Police said 105 people have been displaced by the landslide. The landslide has left behind large cracks running down,"Dharka, Dhading, Nepal",5km,landslide,rain,large,natural_slope,0,0, , , ,GLC, ,28.069957,85.01,Nepal,NP,Bagmati,Karigaon,11.19,1498780800000.0,1606348800000,9463269.912336193,3257796.633254434,2016-08-14
12196,Arunachal Times,http://www.arunachaltimes.in/akddsu-mourns-students-death/,9829,1497830400000.0,04:00,Landslide in Chimpu,"Landslide hits house, killing one", ,1km,landslide,unknown,small,urban,1,0, , , ,GLC, ,27.06992579,93.6146564,India,IN,Arunachal Pradesh,Kaolakhat,48.98,1498089600000.0,1606348800000,10421135.881235275,3132210.7724910397,2017-06-19
12199,AGU Blog,http://blogs.agu.org/landslideblog/2016/08/13/dzongu-1/,9853,1471305600000.0, ,Landslide in Dzongu,"A major valley-blocking landslide at Dzongu in Sikkim, northern India. The landslide, which is large, has blocked the Kanaka River completely, and a lake has started to build behind it.","Dzongu, Sikkim, India",exact,landslide,rain,large,natural_slope,0,0, , , ,GLC, ,27.593,88.492,India,IN,Sikkim,Sikkim,7.03,1498694400000.0,1606348800000,9850884.379278373,3197756.6335790954,2016-08-16
12213,Siliguri Times,http://siliguritimes.com/landslide-alubari-near-darjeeling/,9994,1499299200000.0,08:00,"Landslide obstructs road, breaks water pipe","Landslide causes water pipe to break, boulders obstruct road. Article: ""North Bengal, along with the hills, has been experiencing constant, heavy showers ever since monsoon made its way to the region. The water levels of the rivers have been rising and t","Alubari, Darjeeling, West Bengal, India",1km,landslide,continuous_rain,medium,above_road,0,0, ,http://siliguritimes.com/wp-content/uploads/2017/07/image_239997.7.jpg, ,GLC, ,27.02149311,88.25902123,India,IN,West Bengal,Darjeeling,2.16,1499299200000.0,1606348800000,9824949.301458968,3126157.285646232,2017-07-06
12214,WebIndia123,https://news.webindia123.com/news/Articles/India/20170703/3137813.html,9982,1498867200000.0,22:00,Landslide blocks roads,Landslide following a downpour blocks two approach roads to Fazl Ali College,"Chuchuyimpang, Mokokchung, Nagaland",1km,landslide,downpour,medium,above_road,0,0, , , ,GLC, ,26.3312531,94.55427723,India,IN,Nagaland,Mongseyimti,12.93,1499212800000.0,1606348800000,10525733.993458306,3040166.240105572,2017-07-01
12221,My Republica,http://www.myrepublica.com/news/5434/,9991,1499212800000.0, ,Landslide obstructs Pasang Lhamu highway,"Transportation has come to a grinding halt along the Pasang Lhamu highway after torrential downpour triggered multiple landslides.   District Police Chief, Phanindra Prasai, said landslides occurred at Ramche, Mulkharka and Bharkhu areas. The continuing","Pasang Lhamu Highway, Nepal",50km,landslide, , , ,0,0, , , ,GLC, ,27.878121,85.143062,Nepal,NP,Bagmati,Beklot,4.02,1499212800000.0,1606348800000,9478082.306420125,3233616.3079814347,2017-07-05
12222,Times-Mumbai,http://www.times-mumbai.com/landslide-blocks-national-highway-55-in-darjeeling-hills/,9976,1499212800000.0, ,Landslide blocks NH-55,"Landslide blocks NH-55 near Kurseong, West Bengal. Large rock appears to have damaged a car (see attached photo.) From the article: Kurseong has witnessed 128.2mm rainfall in the last 24 hours. Since July 1 to July 4th, the cumulative rainfall in Kurseon","Kurseong, Darjeeling, West Bengal, India",5km,landslide,continuous_rain,medium,above_road,0,0, ,http://www.times-mumbai.com/wp-content/uploads/2017/07/www.oneindia.comxlandslide-05-1499232064.-90ea4fb42a3723509cfd7da99c0d98ec3a892f76.jpg, ,GLC, ,26.90298048,88.29518925,India,IN,West Bengal,Kurseong,2.65,1499212800000.0,1606348800000,9828975.506694406,3111355.6621632003,2017-07-05
12224,The Arunachal Times,http://www.arunachaltimes.in/landslide-washes-away-house-in-daporijo/,9993,1499126400000.0,22:00,Landslide along Daporijo-Dumporijo road,Landslide after rains that cause flooding throughout Daporijo severely damage Daporijo-Dumporjio road,"Daporijo-Dumporijo road, Arunachal Pradesh, India",10km,landslide,rain,small,above_road,0,0, , , ,GLC, ,27.97875751,94.26296826,India,IN,Arunachal Pradesh,Daparijo,4.0,1499299200000.0,1606348800000,10493305.627477039,3246295.8619227074,2017-07-04
12228,WebIndia123,https://news.webindia123.com/news/Articles/India/20170703/3137813.html,9983,1498867200000.0,22:00,Landslides blocks Wokha-Merapani Road,Landslides at along Wokha-Merapani Road isolates Wokha from Assam State. Following downpour on night of 7/1.,"Wokha Sadar Sub-District, Wokha, Nagaland",5km,landslide,continuous_rain,small,above_road,0,0, , , ,GLC, ,26.11613908,94.24222574,India,IN,Nagaland,Yimpang,18.72,1499212800000.0,1606348800000,10490996.581046823,3013472.3904025345,2017-07-01
12229,The Arunachal Times,http://www.arunachaltimes.in/landslide-washes-away-house-in-daporijo/,9998,1499126400000.0,22:00,Landslide in Daporijo,Landslide after rains that cause flooding throughout Daporijo wash away a dwelling,"Abotani Colony, Daporijo Township, Arunachal Pradesh, India",1km,landslide,rain,medium,above_road,0,0, , , ,GLC, ,27.98531715,94.21263589,India,IN,Arunachal Pradesh,Daparijo,1.19,1499299200000.0,1606348800000,10487702.653121617,3247122.7446550042,2017-07-04
12230,The Kathmandu Post,http://kathmandupost.ekantipur.com/news/2017-07-05/sindhupalchok-villages-facing-power-outage-after-landslide.html,9992,1498953600000.0,22:00,Landslide cuts power lines,"Landslide after rains that cause flooding of Bhotekoshi River knock down two utility poles, cut off electricity to villages of Marming, Listikot, Phulpingkatti, and Tatopani","Bhotekoshi Rural Municpality, Sindhupalchok District, Nepal",10km,landslide,rain,small,unknown,0,0, , , ,GLC, ,27.90362599,85.91050294,Nepal,NP,Bagmati,Barahbise,12.85,1499299200000.0,1606348800000,9563513.440852197,3236828.6562901065,2017-07-02
12232,Tribune India,http://www.tribuneindia.com/news/himachal/four-buried-alive-five-hurt-in-landslide-at-kullu-village/289325.html,9953,1472774400000.0, ,Landslide in Kullu,"Four persons were buried alive while five others suffered injuries when boulders fell on their vehicle at Manihar village in the Garsa valley.The deceased have been identified as Laxman (38), Nanda from Jharkhand, Khem Raj (50) from Nepal, while Sugrin G","Manihar Village, Kullu, India",5km,landslide,unknown,large,above_road,4,5, , , ,GLC, ,31.956546,77.109719,India,IN,Himachal Pradesh,Kulu,0.72,1499040000000.0,1606348800000,8583814.654292418,3757607.9650173127,2016-09-02
12238,The Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=jul0417/city055,9952,1499040000000.0, ,Landslide hits Jorabat,"Article very sparse on details. One of two landslides besides the one at the police station to hit Jorabat on about 7/3, following heavy rain on Sunday 7/2.","Sonapur, Kamrup Metropolitan, Assam",5km,landslide,downpour,small,unknown,0,0, , , ,GLC, ,26.10430759,91.86227824,India,IN,Assam,Pomahi,1.47,1499212800000.0,1606348800000,10226062.036230225,3012005.63138063,2017-07-03
12239,The Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=jul0417/city055,9951,1499040000000.0, ,Landslide hits Jorabat,"Article very sparse on details. One of two landslides besides the one at the police station to hit Jorabat on about 7/3, following heavy rain on Sunday 7/2.","Jorabat, Assam State, India",5km,landslide,downpour,small,unknown,0,0, , , ,GLC, ,26.1061808,91.85158907,India,IN,Assam,Pomahi,2.35,1499212800000.0,1606348800000,10224872.123491462,3012237.844765913,2017-07-03
12240,The Himalayan Times,https://thehimalayantimes.com/nepal/myagdi-landslide-displaces-five-families/,9959,1472947200000.0, ,Landslide at Bhagawati,"Five families have been displaced due to the risk of landslide in Bhagawati-1 in Myagdi district.  The families of Kamala Karki, Hari Darjee, Sharan Bahadur Darjee, Rammaya Karki and Gyan Bahadur Karki have been displaced after land above the settlement","Bhagawati, Myagdi, Nepal",5km,landslide,rain,medium, ,0,0, , , ,GLC, ,28.377188,83.498645,Nepal,NP,Dhawalagiri,Bega,10.59,1499040000000.0,1606348800000,9295026.643328326,3296612.3354472397,2016-09-04
12241,Hindustan Times,http://www.hindustantimes.com/india-news/two-more-killed-in-assam-floods-more-than-3-5-lakh-people-affected/story-MmZHSSifUM78Jhd7l8lEzJ.html,9972,1499040000000.0, ,Fatal landslide in Chandrapur,"Landslide kills one man in Chandrapur, Assam State during incessant rains that caused, floods, and landslides throughout the state.","Chandrapur, Kamrup Metropolitan, Assam",10km,landslide,continuous_rain,medium,unknown,1,0, , ,Article sparse on details,GLC, ,26.22247247,91.92053028,India,IN,Assam,Assam,11.64,1499212800000.0,1606348800000,10232546.623660691,3026661.304527217,2017-07-03
12242,My Republica,http://www.myrepublica.com/news/4984/,9955,1499040000000.0,22:00,Landslide in Bhojpur,"A couple died after being buried in a landslide.   Bharat Rai, 58, of Jimigaon in Kulung-6 and his 54-year-old wife Rammani died after the house they were living in was buried in the landslides triggered by heavy rainfall last night.","Bhojpur, Kulung, Nepal",1km,landslide, ,medium, ,2,0, , , ,GLC, ,27.167781,87.055222,Nepal,NP,Koshi,Kosi,17.72,1499040000000.0,1606348800000,9690942.983935393,3144449.4517482826,2017-07-03
12243,The Himalayan Times,https://thehimalayantimes.com/nepal/pasang-lhamu-highway-obstructed-landslide/,9963,1472947200000.0,08:00,Pasang Lhamu Highway obstructed following landslide,"A landslide at Sisneri of Nuwakot has obstructed vehicular movement along the Pasang Lhamu Highway in Nuwakot district on Sunday morning.  Vehiclular movement along the Highway, which connects the Capital with Rasuwa and Nuwakot districts, has come to a",Pasang Lhamu Highway,exact,landslide,downpour,large, ,0,0, , , ,GLC, ,27.833565,85.201673,Nepal,NP,Bagmati,Beklot,4.14,1499040000000.0,1606348800000,9484606.853095014,3228006.302778931,2016-09-04
12245,Nagaland Post,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDEwMjA2OQ%3D%3D,9966,1473033600000.0, ,Landslide in Wokha-Merapani Road,"n Wokha, the District Disaster Management Agency (DDMA) has cleared massive landslide on Wokha-Merapani road that occurred in the wee hours of Monday some 10 kms from Wokha. The landslide blocked all traffic along the Wokha-Merapani state highway, the di","Wokha, India", ,landslide,rain,large, ,0,0, , , ,GLC, ,26.092493,94.257523,India,IN,Nagaland,Yimpang,21.35,1499040000000.0,1606348800000,10492699.463795278,3010541.1146820798,2016-09-05
12247,My Republica,http://www.myrepublica.com/news/4968/,9950,1472774400000.0,22:00,Landslide in Taplejung,"Three members of a single family died after landslide buried their house at Taplejung district last night.   The deceased have been identified as Bimala, wife of Tika Magar and sons—Manoj and Lalit, of Taplejung Municipality-2.   The incident took plac","Taplejung, Nepal",25km,landslide,rain,large, ,4,10, , , ,GLC, ,27.513641,87.640957,Nepal,NP,Mechi,Libang,9.69,1499040000000.0,1606348800000,9756146.705875194,3187792.279304945,2016-09-02
